"ANIMAL_TYPE","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","HOUSE_NUMBER","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBLEMCODE","REQUESTID","SRX","SRY","STATUS","STREET","WARD"
"Dog","","2014-01-15 14:19:51.657","2014-01-15 14:19:51.657","2014-01-09 16:04:39.683","5200","","Animal Bite","2014-01-16 00:00:00.0","Animal Bite","561881","","","CLOSED","FYLER","10"
"Cat","","2014-01-24 00:00:00.0","2014-02-13 10:01:46.287","2014-01-21 16:38:40.493","5900","","Animal Bite","2014-01-28 00:00:00.0","Animal Bite","567440","","","CLOSED","CHILDRESS","16"
"Dog","","2014-01-29 00:00:00.0","2014-02-10 13:50:13.557","2014-01-28 09:57:05.943","1500","","Animal Bite","2014-02-04 00:00:00.0","Animal Bite","569207","","","CLOSED","MELROSE","27"
"Dog","","2014-02-13 00:00:00.0","2014-02-20 13:31:44.503","2014-02-07 11:20:23.857","3600","","Animal Bite","2014-02-14 00:00:00.0","Animal Bite","572384","","","CLOSED","S COMPTON","20"
"Dog","","2014-02-25 00:00:00.0","2014-04-16 13:20:20.79","2014-02-11 14:03:30.57","4500","","Animal Bite","2014-02-18 00:00:00.0","Animal Bite","573303","","","CLOSED","FLAD","08"
"Cat","","2014-02-13 00:00:00.0","2014-03-18 08:34:43.243","2014-02-13 09:40:40.58","7400","","Animal Bite","2014-02-20 00:00:00.0","Animal Bite","573776","","","CLOSED","VIRGINIA","11"
"Dog","","2014-02-25 13:28:31.0","2014-05-08 13:28:43.65","2014-02-25 16:09:30.013","2100","13","Animal Bite","2014-03-04 00:00:00.0","Animal Bite","578074","","","CLOSED","MAURY AVE","05"
"Dog","","2014-01-13 12:50:16.0","2014-01-21 12:51:57.917","2014-01-13 08:56:34.59","3800","","Animal Bite","2014-01-20 00:00:00.0","Animal Bite","564544","","","CLOSED","ASHLAND","03"
"Dog","","2014-01-16 00:00:00.0","2014-01-30 14:02:25.507","2014-01-13 10:58:01.0","3800","27","Animal Bite","2014-01-20 00:00:00.0","Animal Bite","564681","","","CLOSED","FLAD AVE","06"
"Dog","","2014-01-15 16:23:08.0","2014-01-15 10:44:41.67","2014-01-15 10:42:55.0","","","Animal Bite","2014-01-22 00:00:00.0","Animal Bite","565757","","","CLOSED","UNKNOWN",""
"Dog","","2014-02-03 10:03:00.0","2014-02-13 10:04:08.923","2014-01-27 08:30:31.683","7100","08","Animal Bite","2014-02-03 00:00:00.0","Animal Bite","568792","","","CLOSED","JAMIESON AVE","02"
"Cat","","2014-02-06 00:00:00.0","2014-02-07 15:03:50.97","2014-02-05 09:34:12.767","","35","Animal Bite","2014-02-12 00:00:00.0","Animal Bite","571506","-10039001.18633490","4668952.59172270","CLOSED","LACLEDES LANDING BLVD & N LEONOR K SULLIVAN BLVD","08"
"Dog","","2014-02-18 13:27:17.0","2014-05-08 13:27:33.633","2014-02-18 14:05:43.29","4000","","Animal Bite","2014-02-25 00:00:00.0","Animal Bite","574711","","","CLOSED","WYOMING","15"
"Dog","","2014-02-26 00:00:00.0","2014-03-04 13:28:57.063","2014-02-25 15:29:16.08","1900","","Animal Bite","2014-03-04 00:00:00.0","Animal Bite","578044","","","CLOSED","S 11TH","07"
"Dog","","2014-03-11 00:00:00.0","2014-03-21 14:31:36.903","2014-03-05 11:25:31.207","1200","31","Animal Bite","2014-03-12 00:00:00.0","Animal Bite","580291","","","CLOSED","S JEFFERSON AVE","07"
"Dog","","2014-03-10 00:00:00.0","2014-03-18 15:23:51.617","2014-03-10 08:11:35.273","3800","03","Animal Bite","2014-03-17 00:00:00.0","Animal Bite","581619","","","CLOSED","FEDERER PL","01"
"Dog","","2014-03-24 00:00:00.0","2014-04-11 13:21:19.89","2014-03-19 15:57:41.343","2200","","Animal Bite","2014-03-26 00:00:00.0","Animal Bite","585474","","","CLOSED","11TH","07"
"Dog","","2014-03-27 13:18:29.197","2014-03-27 13:26:03.563","2014-03-20 11:02:23.287","3200","59","Animal Bite","2014-03-27 00:00:00.0","Animal Bite","585665","","","CLOSED","UNIVERSITY ST","11"
"Dog","","2014-03-20 13:02:33.0","2014-10-17 13:02:48.923","2014-03-20 21:42:18.0","2200","18","Animal Bite","2014-03-28 00:00:00.0","Animal Bite","585927","","","CLOSED","CHEROKEE ST","08"
"Dog","","1900-01-01 00:00:00.0","2014-04-11 13:08:01.097","2014-03-24 08:53:27.993","4400","","Animal Bite","2014-03-31 00:00:00.0","Animal Bite","586510","","","CLOSED","FERDINAND AVE","04"
"Dog","","2014-03-31 00:00:00.0","2014-04-11 13:25:13.553","2014-03-24 09:13:32.9","4500","","Animal Bite","2014-03-31 00:00:00.0","Animal Bite","586534","","","CLOSED","CHOUTEAU AVE","17"
"Dog","","2014-04-04 00:00:00.0","2014-04-14 14:05:12.433","2014-03-25 11:46:49.343","3900","56","Animal Bite","2014-04-01 00:00:00.0","Animal Bite","587170","","","CLOSED","PALM ST","12"
"Dog","","2014-07-01 00:00:00.0","2014-08-14 09:15:39.453","2014-03-27 08:54:05.0","4100","","Animal Bite","2014-04-03 00:00:00.0","Animal Bite","587848","","","CLOSED","WASHINGTON AVE","18"
"Dog","","2014-03-20 09:53:48.0","2014-03-31 09:54:26.493","2014-03-31 09:53:33.81","4900","","Animal Bite","2014-04-07 00:00:00.0","Animal Bite","589032","","","CLOSED","ROSALIE ST","01"
"Dog","","2014-04-15 00:00:00.0","2014-04-17 15:16:55.767","2014-04-01 09:24:26.0","3200","30","Animal Bite","2014-04-08 00:00:00.0","Animal Bite","589534","","","CLOSED","CHEROKEE","07"
"Dog","","2014-04-15 00:00:00.0","2014-05-07 09:48:06.09","2014-04-15 14:00:25.16","1700","59","Animal Bite","2014-04-22 00:00:00.0","Animal Bite","594995","","","CLOSED","N VANDEVENTER AVE","12"
"Dog","","2014-04-25 00:00:00.0","2014-04-30 13:33:39.457","2014-04-24 09:16:33.66","3800","15","Animal Bite","2014-05-01 00:00:00.0","Animal Bite","598313","","","CLOSED","FAIRVIEW AVE","06"
"Dog","","2014-05-08 13:21:02.51","2014-05-08 13:21:02.51","2014-04-25 16:21:54.28","4000","27","Animal Bite","2014-05-02 00:00:00.0","Animal Bite","599188","","","CLOSED","BOTANICAL AVE","06"
"Dog","","2014-04-28 13:19:42.0","2014-05-08 13:19:58.237","2014-04-28 09:15:00.457","4700","","Animal Bite","2014-05-05 00:00:00.0","Animal Bite","599514","","","CLOSED","TERRACE","13"
"Dog","","2014-05-02 00:00:00.0","2014-05-08 13:09:28.55","2014-04-30 08:44:32.093","2600","","Animal Bite","2014-05-07 00:00:00.0","Animal Bite","600602","","","CLOSED","MACKLIND","10"
"Dog","","2014-05-07 00:00:00.0","2014-05-19 14:21:18.87","2014-05-06 08:56:46.56","","78","Animal Bite","2014-05-13 00:00:00.0","Animal Bite","602821","-10050117.69313380","4674346.96520540","CLOSED","ROMAINE PL & GOODFELLOW BLVD","13"
"Dog","","2014-05-09 00:00:00.0","2014-08-14 13:18:12.533","2014-05-07 12:51:23.0","300","82","Animal Bite","2014-05-14 00:00:00.0","Animal Bite","603577","","","CLOSED","S KINGSHIGHWAY BLVD","10"
"Dog","","2014-05-20 13:35:00.0","2014-05-21 13:36:43.28","2014-05-12 10:31:39.633","3800","","Animal Bite","2014-05-19 00:00:00.0","Animal Bite","605298","","","CLOSED","ARKANSAS AVE","20"
"Dog","","2014-07-10 12:55:48.087","2014-07-10 12:55:48.087","2014-05-15 09:13:20.913","4400","68","Animal Bite","2014-05-22 00:00:00.0","Animal Bite","606762","","","CLOSED","CLARENCE AVE","11"
"Dog","","2014-02-28 00:00:00.0","2014-03-11 15:15:39.733","2014-02-28 14:05:27.0","3200","30","Animal Bite","2014-03-07 00:00:00.0","Animal Bite","579235","","","CLOSED","NEBRASKA AVE","07"
"Dog","","2014-03-01 00:00:00.0","2014-03-03 14:14:33.38","2014-03-03 08:52:55.84","4800","06","Animal Bite","2014-03-10 00:00:00.0","Animal Bite","579516","","","CLOSED","MILENTZ AVE","02"
"Dog","","2014-03-04 13:29:09.0","2014-05-08 13:29:21.26","2014-03-04 15:41:35.94","4800","06","Animal Bite","2014-03-11 00:00:00.0","Animal Bite","580083","","","CLOSED","MILENTZ AVE","02"
"Dog","","2014-03-13 00:00:00.0","2014-03-19 13:19:39.597","2014-03-13 09:59:44.087","3600","","Animal Bite","2014-03-20 00:00:00.0","Animal Bite","583224","","","CLOSED","VIRGINIA","20"
"Dog","","2014-03-20 13:30:08.0","2014-05-08 13:30:19.437","2014-03-20 15:39:23.16","3700","19","Animal Bite","2014-03-27 00:00:00.0","Animal Bite","585855","","","CLOSED","LOUISIANA AVE","03"
"Dog","","2014-03-31 00:00:00.0","2014-04-14 15:19:06.687","2014-03-20 19:23:14.0","6900","09","Animal Bite","2014-03-28 00:00:00.0","Animal Bite","585919","","","CLOSED","ARTHUR AV","04"
"Dog","","2014-03-21 00:00:00.0","2014-04-03 15:00:47.45","2014-03-21 14:48:56.613","4900","07","Animal Bite","2014-03-28 00:00:00.0","Animal Bite","586242","","","CLOSED","WINONA AVE","05"
"Dog","","2014-03-24 13:33:19.0","2014-05-08 13:33:34.473","2014-03-24 13:22:46.403","4700","17","Animal Bite","2014-03-31 00:00:00.0","Animal Bite","586748","","","CLOSED","MICHIGAN AVE","03"
"Dog","","2014-04-04 08:31:50.0","2014-05-08 13:34:55.207","2014-03-27 09:42:08.85","3300","10","Animal Bite","2014-04-03 00:00:00.0","Animal Bite","587884","","","CLOSED","COMMONWEALTH AVE","04"
"Dog","","2014-04-04 00:00:00.0","2014-04-04 13:44:04.157","2014-03-31 15:29:41.247","5500","","Animal Bite","2014-04-07 00:00:00.0","Animal Bite","589330","","","CLOSED","LANSDOWNE","16"
"Dog","","2014-04-02 00:00:00.0","2014-04-11 14:57:23.2","2014-03-31 15:30:30.0","6500","09","Animal Bite","2014-04-07 00:00:00.0","Animal Bite","589333","","","CLOSED","LINDENWOOD PL","04"
"Dog","","2014-04-10 00:00:00.0","2014-04-14 14:43:46.533","2014-04-07 08:52:38.273","","","Animal Bite","2014-04-14 00:00:00.0","Animal Bite","591593","","","CLOSED","ST LOUIS & KINGSHIGHWAY","01"
"Dog","","2014-04-10 00:00:00.0","2014-04-24 16:30:06.92","2014-04-09 16:08:30.16","1500","66","Animal Bite","2014-04-16 00:00:00.0","Animal Bite","593003","","","CLOSED","DESOTO AVE","14"
"Dog","","2014-04-15 00:00:00.0","2014-04-30 16:49:13.077","2014-04-11 13:32:06.0","1800","60","Animal Bite","2014-04-18 00:00:00.0","Animal Bite","593940","","","CLOSED","N MARKET ST","14"
"Dog","","2014-05-13 10:20:27.8","2014-05-13 10:20:27.8","2014-04-14 12:55:52.357","5200","07","Animal Bite","2014-04-21 00:00:00.0","Animal Bite","594542","","","CLOSED","WALSH ST","05"
"Cat","","2014-04-15 00:00:00.0","2014-04-17 14:46:49.84","2014-04-15 14:43:43.0","400","46","Animal Bite","2014-04-22 00:00:00.0","Animal Bite","595026","","","CLOSED","N SKINKER BLVD","10"
"Cat","","2014-05-19 13:25:09.0","2014-05-08 13:25:28.11","2014-04-18 11:29:51.09","3700","16","Animal Bite","2014-04-25 00:00:00.0","Animal Bite","596390","","","CLOSED","DUNNICA AVE","06"
"Cat","","2014-04-22 09:42:29.623","2014-04-22 09:42:29.623","2014-04-22 09:26:29.0","4400","38","Animal Bite","2014-04-29 00:00:00.0","Animal Bite","597389","","","CLOSED","FORST PARK AVE","09"
"Dog","","2014-04-22 16:11:18.0","2014-10-17 16:11:29.767","2014-04-22 12:27:52.0","4400","16","Animal Bite","2014-04-29 00:00:00.0","Animal Bite","597579","","","CLOSED","S GRAND BLVD","03"
"Dog","2014-04-23 12:09:07.583","","","2014-04-23 12:07:38.393","5200","72","Animal Bite","2014-04-30 00:00:00.0","Animal Bite","598005","","","CANCEL","WREN AVE","13"
"Cat","","2014-07-10 11:58:21.037","2014-07-10 11:58:21.037","2014-04-25 09:56:42.137","3200","67","Animal Bite","2014-05-02 00:00:00.0","Animal Bite","598896","","","CLOSED","BAILEY AVE","14"
"Dog","","2014-04-25 13:21:18.0","2014-05-08 13:21:50.763","2014-04-25 16:14:38.257","4000","27","Animal Bite","2014-05-02 00:00:00.0","Animal Bite","599181","","","CLOSED","BOTANICAL AVE","06"
"Dog","","2014-04-28 13:17:19.0","2014-05-08 13:17:29.187","2014-04-28 09:31:19.0","800","74","Animal Bite","2014-05-05 00:00:00.0","Animal Bite","599544","","","CLOSED","WALL ST","13"
"Dog","","2014-04-28 15:35:28.0","2014-04-28 15:35:46.347","2014-04-28 15:33:06.0","","","Animal Bite","2014-05-05 00:00:00.0","Animal Bite","599922","","","CLOSED","UNKNOWN",""
"Dog","","2014-06-13 11:26:44.34","2014-06-13 11:27:04.13","2014-05-05 09:22:28.27","4100","05","Animal Bite","2014-05-12 00:00:00.0","Animal Bite","602247","","","CLOSED","WALSH ST","01"
"Dog","","2013-05-10 00:00:00.0","2014-08-14 13:03:16.303","2014-05-05 14:41:46.043","3700","","Animal Bite","2014-05-12 00:00:00.0","Animal Bite","602561","","","CLOSED","KOELN","11"
"Dog","","2013-05-01 09:58:38.97","2013-05-01 09:58:38.97","2013-04-03 14:01:45.0","3400","18","Animal Bite","2013-04-10 00:00:00.0","Animal Bite","472519","","","CLOSED","MISSOURI","08"
"Dog","","2013-05-16 11:45:49.603","2013-05-16 11:45:49.603","2013-04-08 11:07:06.0","5400","03","Animal Bite","2013-04-15 00:00:00.0","Animal Bite","473736","","","CLOSED","GRACE AV","01"
"Dog","","2013-04-29 16:09:52.45","2013-04-29 16:09:52.45","2013-04-12 09:30:51.0","","19","Animal Bite","2013-04-19 00:00:00.0","Animal Bite","475453","-10045205.75208950","4663274.66180580","CLOSED","COMPTON & MIAMI","07"
"Dog","","2013-06-05 10:24:24.837","2013-06-05 10:24:24.837","2013-04-15 11:28:38.0","1900","43","Animal Bite","2013-04-22 00:00:00.0","Animal Bite","475998","","","CLOSED","MITCHELL PL","04"
"Dog","","2013-05-01 08:46:28.183","2013-05-01 08:46:28.183","2013-04-19 08:20:13.173","3900","27","Animal Bite","2013-04-26 00:00:00.0","Animal Bite","477275","","","CLOSED","CLEVELAND AVE","06"
"Dog","","2013-05-07 11:42:40.103","2013-05-07 11:42:40.103","2013-04-23 15:49:02.053","","55","Animal Bite","2013-04-30 00:00:00.0","Animal Bite","478399","-10046684.58419040","4673635.72682970","CLOSED","MARCUS AVE & HAMMETT PL","12"
"Dog","","2013-05-13 11:43:09.877","2013-05-13 11:43:09.877","2013-05-08 09:10:30.0","6100","76","Animal Bite","2013-05-15 00:00:00.0","Animal Bite","482721","","","CLOSED","SHERRY AVE","13"
"Dog","2013-05-09 11:23:51.713","","","2013-05-09 10:53:21.963","6100","76","Animal Bite","2013-05-16 00:00:00.0","Animal Bite","483378","","","CANCEL","SHERRY AVE","13"
"Dog","","2013-05-13 10:59:08.0","2013-05-13 10:59:08.563","2013-05-13 10:58:03.0","200","02","Animal Bite","2013-05-20 00:00:00.0","Animal Bite","484394","","","CLOSED","E STEINS ST","01"
"Dog","","2013-05-28 09:41:42.0","2013-05-28 09:41:42.203","2013-05-13 13:34:54.0","","68","Animal Bite","2013-05-20 00:00:00.0","Animal Bite","484502","-10043548.85072450","4674645.70427580","CLOSED","CLAY AVE & PENROSE ST","11"
"Dog","","2013-05-15 12:01:57.0","2013-05-15 12:01:57.08","2013-05-15 12:01:22.0","3600","65","Animal Bite","2013-05-22 00:00:00.0","Animal Bite","485324","","","CLOSED","N 20TH ST","14"
"Dog","","2013-05-28 11:38:05.0","2013-05-28 11:38:05.12","2013-05-20 10:29:38.0","3800","16","Animal Bite","2013-05-28 00:00:00.0","Animal Bite","486720","","","CLOSED","CHIPPEWA ST","06"
"Dog","","2013-06-07 11:42:20.36","2013-06-07 11:42:20.36","2013-05-20 13:55:48.32","6400","43","Animal Bite","2013-05-28 00:00:00.0","Animal Bite","486905","","","CLOSED","DALE AVE","04"
"Dog","","2013-06-03 14:58:24.0","2013-06-18 08:38:19.187","2013-05-28 16:02:38.09","3800","16","Animal Bite","2013-06-04 00:00:00.0","Animal Bite","489506","","","CLOSED","NEOSHO ST","03"
"Dog","","2013-06-07 11:37:23.547","2013-06-07 11:37:23.547","2013-05-30 11:15:27.537","5300","71","Animal Bite","2013-06-06 00:00:00.0","Animal Bite","490319","","","CLOSED","CLAXTON AVE","13"
"Dog","","2013-06-07 16:09:44.0","2013-06-18 08:50:48.197","2013-06-07 10:22:13.13","3100","16","Animal Bite","2013-06-14 00:00:00.0","Animal Bite","493415","","","CLOSED","KEOKUK ST","03"
"Dog","","2013-06-11 16:11:33.0","2013-07-10 14:39:49.12","2013-06-07 11:41:56.103","3700","83","Animal Bite","2013-06-14 00:00:00.0","Animal Bite","493469","","","CLOSED","NATURAL BRIDGE AVE","11"
"Dog","","2013-06-07 16:12:05.0","2013-06-26 10:02:24.943","2013-06-07 12:24:48.0","3800","04","Animal Bite","2013-06-14 00:00:00.0","Animal Bite","493514","","","CLOSED","LOUIS","01"
"Cat","","2013-06-19 10:26:29.0","2013-06-26 10:09:34.147","2013-06-12 10:36:22.0","4900","06","Animal Bite","2013-06-19 00:00:00.0","Animal Bite","495168","","","CLOSED","FINKMAN ST","02"
"Cat","","2013-06-12 10:38:53.0","2013-06-20 11:51:59.2","2013-06-12 15:42:36.0","4000","69","Animal Bite","2013-06-19 00:00:00.0","Animal Bite","495451","","","CLOSED","SHREVE","12"
"Dog","","2013-06-20 10:41:59.0","2013-07-11 13:17:52.403","2013-06-12 18:13:43.0","","39","Animal Bite","2013-06-20 00:00:00.0","Animal Bite","495618","-10046512.61414960","4668877.86226430","CLOSED","S SARAH ST & GRATIOT ST","09"
"Cat","","2013-06-17 11:13:13.0","2013-06-19 10:39:39.923","2013-06-14 15:32:40.9","4100","69","Animal Bite","2013-06-21 00:00:00.0","Animal Bite","496469","","","CLOSED","N EUCLID AVE","12"
"Dog","","2013-06-26 10:22:23.987","2013-06-26 10:22:23.987","2013-06-19 13:03:48.0","4300","05","Animal Bite","2013-06-26 00:00:00.0","Animal Bite","498017","","","CLOSED","BINGHAM AVE","02"
"Dog","","2013-08-28 13:12:08.46","2013-08-28 13:12:08.46","2013-06-21 10:22:17.75","","14","Animal Bite","2013-06-28 00:00:00.0","Animal Bite","498899","-10049408.82565720","4664313.17771490","CLOSED","FAIRVIEW AVE & HEREFORD ST","05"
"Dog","","2013-06-26 12:11:29.537","2013-06-26 12:11:29.537","2013-06-26 12:10:02.11","4900","07","Animal Bite","2013-07-03 00:00:00.0","Animal Bite","500656","","","CLOSED","ITASKA DR","05"
"Dog","","2013-07-29 14:36:03.947","2013-07-29 14:36:03.947","2013-07-08 09:15:09.0","3000","22","Animal Bite","2013-07-15 00:00:00.0","Animal Bite","503926","","","CLOSED","SALENA ST","08"
"Dog","","2014-05-10 00:00:00.0","2014-08-14 13:09:16.103","2014-05-06 14:43:15.75","3700","","Animal Bite","2014-05-13 00:00:00.0","Animal Bite","603135","","","CLOSED","KOELN","12"
"Dog","","2014-05-16 00:00:00.0","2014-06-03 14:21:42.807","2014-05-07 08:59:34.317","5600","","Animal Bite","2014-05-14 00:00:00.0","Animal Bite","603341","","","CLOSED","MURDOCH","16"
"Dog","","2014-05-13 00:00:00.0","2014-08-14 14:57:21.043","2014-05-12 02:28:51.0","","","Animal Bite","2014-05-19 00:00:00.0","Animal Bite","605070","-10049178.69831460","4663325.95483590","CLOSED","CHIPPEWA ST & S KINGSHIGHWAY BLVD","05"
"Dog","","2014-05-12 15:33:28.0","2014-10-17 15:33:49.583","2014-05-12 10:09:46.437","4700","","Animal Bite","2014-05-19 00:00:00.0","Animal Bite","605264","","","CLOSED","WREN ST","27"
"Dog","","2014-05-14 00:00:00.0","2014-06-02 14:47:05.533","2014-05-12 10:18:07.62","3500","","Animal Bite","2014-05-19 00:00:00.0","Animal Bite","605275","","","CLOSED","NEWSTEAD AVE","04"
"Dog","","2014-05-12 15:53:34.0","2014-10-17 15:53:56.703","2014-05-12 10:35:46.2","5300","","Animal Bite","2014-05-19 00:00:00.0","Animal Bite","605304","","","CLOSED","MANCHESTER AVE","17"
"Dog","","2014-05-14 00:00:00.0","2014-06-03 14:40:52.453","2014-05-13 15:45:38.487","5000","","Animal Bite","2014-05-20 00:00:00.0","Animal Bite","606116","","","CLOSED","GENEVIEVE","27"
"Dog","","2014-05-29 15:30:05.0","2014-10-17 15:30:27.867","2014-05-29 15:47:04.903","5300","47","Animal Bite","2014-06-05 00:00:00.0","Animal Bite","612273","","","CLOSED","PERSHING AVE","10"
"Dog","","2014-06-18 11:08:29.653","2014-06-18 11:08:35.18","2014-06-06 14:18:17.133","4400","69","Animal Bite","2014-06-13 00:00:00.0","Animal Bite","615781","","","CLOSED","FARLIN AVE","11"
"Cat","","2014-07-02 11:31:24.063","2014-07-02 11:31:24.063","2014-06-09 10:52:59.643","4700","17","Animal Bite","2014-06-16 00:00:00.0","Animal Bite","616251","","","CLOSED","MINNESOTA AVE","03"
"Dog","","2014-06-23 16:04:29.26","2014-06-23 16:04:29.26","2014-06-11 11:05:35.06","2800","","Animal Bite","2014-06-18 00:00:00.0","Animal Bite","617464","","","CLOSED","TEXAS","09"
"Dog","","2014-06-27 08:56:25.417","2014-06-27 08:56:30.827","2014-06-11 11:22:47.41","5400","","Animal Bite","2014-06-18 00:00:00.0","Animal Bite","617487","","","CLOSED","S COMPTON","25"
"Cat","","2014-06-12 11:42:10.0","2014-07-21 11:42:27.23","2014-06-12 08:34:40.0","5000","","Animal Bite","2014-06-19 00:00:00.0","Animal Bite","617884","","","CLOSED","CHRISTY BLVD","14"
"Dog","","2014-06-17 09:30:00.0","2014-07-08 09:27:51.16","2014-06-16 13:33:06.0","5200","01","Animal Bite","2014-06-23 00:00:00.0","Animal Bite","619330","","","CLOSED","LOUISIANA","03"
"Dog","","2014-06-27 11:13:56.627","2014-06-27 11:14:08.733","2014-06-16 16:19:37.0","2700","30","Animal Bite","2014-06-23 00:00:00.0","Animal Bite","619500","","","CLOSED","WYOMING","07"
"Dog","","2014-06-18 16:56:09.0","2014-10-17 16:56:27.69","2014-06-18 09:31:38.047","7000","","Animal Bite","2014-06-25 00:00:00.0","Animal Bite","620243","","","CLOSED","LINDENWOOD","23"
"Dog","","2014-06-20 11:46:17.723","2014-06-20 11:46:31.237","2014-06-19 10:07:38.693","2800","","Animal Bite","2014-06-26 00:00:00.0","Animal Bite","620777","","","CLOSED","N FLORISSANT","03"
"Dog","","2014-06-19 10:26:50.0","2014-10-20 10:27:02.24","2014-06-19 10:10:00.24","5300","13","Animal Bite","2014-06-26 00:00:00.0","Animal Bite","620779","","","CLOSED","REBER PL","05"
"Dog","","2014-06-27 11:21:19.597","2014-06-27 11:21:23.09","2014-06-23 15:31:23.33","1100","","Animal Bite","2014-06-30 00:00:00.0","Animal Bite","622404","","","CLOSED","ST LOUIS AVE","03"
"Dog","","2014-06-23 10:28:57.0","2014-10-20 10:29:08.887","2014-06-23 15:55:09.333","4400","","Animal Bite","2014-06-30 00:00:00.0","Animal Bite","622429","","","CLOSED","TAFT","14"
"Dog","","2014-07-10 12:10:28.937","2014-07-10 12:10:28.937","2014-06-30 10:48:29.383","3400","30","Animal Bite","2014-07-07 00:00:00.0","Animal Bite","625117","","","CLOSED","VIRGINIA","07"
"Dog","","2014-07-16 11:57:10.27","2014-07-16 11:57:18.083","2014-07-09 10:05:22.66","5900","","Animal Bite","2014-07-16 00:00:00.0","Animal Bite","628170","","","CLOSED","HAMILTON TERRACE","22"
